web-scraper-order,web-scraper-start-url,função / subfunção,Dotação Orçamentária,Valor Empenhado,%(B/A)%,Valor Liquidado,Valor Pago
"1676496998-671","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","3.902.904,00","3.664.716,33","93,90","3.250.483,89","3.204.671,80"
"1676496998-672","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","4.074.727,00","984.640,32","24,16","984.640,32","718.883,33"
"1676496998-673","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EMPREGABILIDADE","10.000,00","0,00","0,00","0,00","0,00"
"1676496998-674","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESENVOLVIMENTO CIENTIFICO","20.000,00","0,00","0,00","0,00","0,00"
"1676496998-675","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO","60.278,00","27.592,00","45,77","21.344,00","21.344,00"
"1676496998-676","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","AGRICULTURA","34.000,00","0,00","0,00","0,00","0,00"
"1676496998-677","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ABASTECIMENTO","34.000,00","0,00","0,00","0,00","0,00"
"1676496998-678","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMERCIO E SERVICOS","5.384.758,00","3.472.200,14","64,48","3.314.271,22","3.258.287,60"
"1676496998-679","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","3.383.000,00","3.036.016,52","89,74","3.006.231,21","2.966.285,40"
"1676496998-680","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","175.000,00","157.184,69","89,82","157.184,69","151.146,88"
"1676496998-681","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","1.826.758,00","278.998,93","15,27","150.855,32","140.855,32"
"1676496998-682","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACOES","10.135.000,00","10.132.820,31","99,98","9.258.018,08","9.258.018,08"
"1676496998-683","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACAO SOCIAL","10.135.000,00","10.132.820,31","99,98","9.258.018,08","9.258.018,08"
"1676496998-684","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","0,00","0,00","0,00","0,00","0,00"
"1676496998-685","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENERGIA","115.523.549,00","106.723.683,75","92,38","104.964.134,58","104.964.134,58"
"1676496998-686","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENERGIA ELETRICA","115.523.549,00","106.723.683,75","92,38","104.964.134,58","104.964.134,58"
"1676496998-687","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO E LAZER","14.108.486,00","11.649.624,01","82,57","10.276.328,76","9.850.373,17"
"1676496998-688","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AO PORTADOR DE DEFICIENCIA","1.000,00","0,00","0,00","0,00","0,00"
"1676496998-689","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","8.274.979,00","6.066.344,85","73,31","4.880.411,13","4.483.319,36"
"1676496998-690","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO COMUNITARIO","4.684.507,00","4.471.986,61","95,46","4.471.986,61","4.471.986,61"
"1676496998-691","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","LAZER","1.148.000,00","1.111.292,55","96,80","923.931,02","895.067,20"
"1676496998-692","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENCARGOS ESPECIAIS","431.734.012,00","414.533.225,77","96,02","412.165.347,23","412.082.349,93"
"1676496998-693","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SERVICO DA DIVIDA INTERNA","127.593.267,00","124.291.575,10","97,41","122.699.585,19","122.699.585,19"
"1676496998-694","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SERVICO DA DIVIDA EXTERNA","138.297.955,00","137.915.780,66","99,72","137.915.780,66","137.915.780,66"
"1676496998-695","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","OUTROS ENCARGOS ESPECIAIS","165.842.790,00","152.325.870,01","91,85","151.549.981,38","151.466.984,08"
"1676496998-696","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","RESERVA DE CONTINGENCIA","1.937,00","0,00","0,00","0,00","0,00"
"1676496998-697","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2021&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","RESERVA DE CONTINGENCIA","1.937,00","0,00","0,00","0,00","0,00"
"1676497001-698","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","LEGISLATIVA","193.049.478,00","179.774.407,22","93,12","177.964.904,43","176.834.432,57"
"1676497001-699","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ACAO LEGISLATIVA","193.049.478,00","179.774.407,22","93,12","177.964.904,43","176.834.432,57"
"1676497001-700","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","JUDICIARIA","49.488.268,00","48.283.025,12","97,56","47.598.780,39","47.284.253,77"
"1676497001-701","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","REPRESENTACAO JUDICIAL E EXTRAJUDICIAL","1.318.500,00","864.022,86","65,53","253.433,56","6.507,80"
"1676497001-702","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","48.169.768,00","47.419.002,26","98,44","47.345.346,83","47.277.745,97"
"1676497001-703","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","0,00","0,00","0,00","0,00","0,00"
"1676497001-704","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ESSENCIAL A JUSTICA","648.337,00","149.740,73","23,10","149.740,73","149.740,73"
"1676497001-705","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","648.337,00","149.740,73","23,10","149.740,73","149.740,73"
"1676497001-706","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO","826.533.785,00","771.802.019,65","93,38","736.926.193,66","731.564.357,44"
"1676497001-707","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PLANEJAMENTO E ORCAMENTO","489.280,00","459.608,40","93,94","459.608,40","459.608,40"
"1676497001-708","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","777.515.972,00","747.994.981,13","96,20","715.306.806,35","710.346.214,54"
"1676497001-709","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE INTERNO","2.164.500,00","2.122.728,38","98,07","2.122.728,38","2.111.682,47"
"1676497001-710","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E FISCALIZACAO","4.258.476,00","1.662.238,13","39,03","1.507.548,67","1.507.548,67"
"1676497001-711","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","27.585.194,00","16.817.045,91","60,96","15.067.601,85","14.680.427,35"
"1676497001-712","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","4.459.074,00","1.355.168,62","30,39","1.142.539,62","1.139.515,62"
"1676497001-713","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO DE RECEITAS","7.602.570,00","0,00","0,00","0,00","0,00"
"1676497001-714","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EMPREGABILIDADE","2.293.719,00","1.390.249,08","60,61","1.319.360,39","1.319.360,39"
"1676497001-715","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","165.000,00","0,00","0,00","0,00","0,00"
"1676497001-716","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SEGURANCA PUBLICA","323.532.955,00","307.808.943,42","95,14","294.436.802,05","293.904.774,28"
"1676497001-717","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PLANEJAMENTO E ORCAMENTO","15.000,00","0,00","0,00","0,00","0,00"
"1676497001-718","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","171.851.931,00","171.057.883,58","99,54","170.880.428,07","170.739.249,93"
"1676497001-719","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","27.000,00","22.003,70","81,50","6.474,00","6.474,00"
"1676497001-720","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","60.000,00","14.152,00","23,59","6.597,00","6.597,00"
"1676497001-721","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","POLICIAMENTO","145.804.325,00","133.192.942,91","91,35","121.008.504,10","120.617.654,47"
"1676497001-722","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DEFESA CIVIL","1.313.500,00","983.932,20","74,91","983.932,20","983.932,20"
"1676497001-723","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFORMACAO E INTELIGENCIA","0,00","0,00","0,00","0,00","0,00"
"1676497001-724","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","681.550,00","671.948,82","98,59","671.948,82","671.948,82"
"1676497001-725","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","3.779.649,00","1.866.080,21","49,37","878.917,86","878.917,86"
"1676497001-726","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA SOCIAL","186.528.936,00","154.343.251,16","82,74","142.026.165,22","141.287.417,29"
"1676497001-727","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE EXTERNO","0,00","0,00","0,00","0,00","0,00"
"1676497001-728","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","27.109.000,00","25.440.991,72","93,85","24.763.277,83","24.629.655,64"
"1676497001-729","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","2.619,00","0,00","0,00","0,00","0,00"
"1676497001-730","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AO IDOSO","59.500,00","5.112,00","8,59","5.112,00","5.112,00"
"1676497001-731","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA A CRIANCA E AO ADOLESCENTE","77.166.956,00","68.443.206,57","88,69","61.779.425,98","61.317.422,10"
"1676497001-732","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA COMUNITARIA","77.178.861,00","57.461.931,84","74,45","52.563.007,41","52.419.885,55"
"1676497001-733","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ALIMENTACAO E NUTRICAO","5.012.000,00","2.992.009,03","59,70","2.915.342,00","2.915.342,00"
"1676497001-734","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PREVIDENCIA SOCIAL","1.106.607.681,00","1.030.949.289,29","93,16","1.028.991.729,04","1.028.517.668,53"
"1676497001-735","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","1.099.896.681,00","1.030.949.289,29","93,73","1.028.991.729,04","1.028.517.668,53"
"1676497001-736","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","6.601.000,00","0,00","0,00","0,00","0,00"
"1676497001-737","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACAO SOCIAL","60.000,00","0,00","0,00","0,00","0,00"
"1676497001-738","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PROTECAO E BENEFICIOS AO TRABALHADOR","50.000,00","0,00","0,00","0,00","0,00"
"1676497001-739","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SAUDE","3.127.331.644,00","2.892.797.476,20","92,50","2.751.676.647,60","2.745.868.858,13"
"1676497001-740","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","563.344.378,00","544.880.342,69","96,72","522.283.814,16","521.349.962,92"
"1676497001-741","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","5.614.754,00","4.731.098,44","84,26","3.931.019,44","3.931.019,44"
"1676497001-742","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2020&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","18.916,00","0,00","0,00","0,00","0,00"
